ID,pais,edad,año_nacimiento,sexo,años_educacion,estado_marital,decil_ingresos,satisfaccion_vida,felicidad,reuniones_sociales,deporte,horas_trabajo,problemas_sueño,interes_politica,confianza_politicos,importancia_tradiciones,uso_internet,sinceridad,nivel_entendimiento,generacion,region,grupo
82682,BE,34.0,1989.0,hombre,15.0,soltero,7.0,6.0,8.0,5.0,7.0,40.0,1.0,3.0,0.0,2.0,5.0,casi nada,casi siempre,millennials,Resto Europa,Resto_mundo
82714,BE,39.0,1984.0,mujer,12.0,desconocido,5.0,7.0,7.0,4.0,0.0,37.0,3.0,3.0,4.0,3.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
82753,BE,72.0,1952.0,hombre,12.0,viudo,3.0,7.0,7.0,2.0,0.0,42.0,2.0,3.0,4.0,2.0,4.0,bastante,a menudo,baby boomers,Resto Europa,Resto_mundo
82755,BE,48.0,1975.0,mujer,16.0,soltero,9.0,8.0,8.0,6.0,6.0,70.0,2.0,2.0,6.0,3.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
82790,BE,24.0,1999.0,hombre,16.0,soltero,6.0,8.0,8.0,2.0,0.0,40.0,1.0,3.0,3.0,4.0,5.0,mucho,a menudo,gen z,Resto Europa,Resto_mundo
82827,BE,56.0,1967.0,mujer,16.0,divorciado legalmente,1.0,6.0,5.0,4.0,0.0,0.0,2.0,3.0,3.0,2.0,4.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
82872,BE,40.0,1983.0,mujer,25.0,desconocido,10.0,7.0,7.0,4.0,1.0,60.0,3.0,2.0,4.0,2.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
82893,BE,71.0,1952.0,hombre,12.0,desconocido,5.0,8.0,8.0,6.0,7.0,38.0,1.0,1.0,5.0,2.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
82923,BE,41.0,1982.0,mujer,16.0,soltero,10.0,9.0,9.0,6.0,2.0,34.0,1.0,4.0,5.0,2.0,5.0,bastante,casi siempre,millennials,Resto Europa,Resto_mundo
82939,BE,19.0,2004.0,hombre,13.0,soltero,6.0,8.0,8.0,6.0,6.0,11.0,2.0,2.0,2.0,4.0,5.0,mucho,a menudo,gen z,Resto Europa,Resto_mundo
82992,BE,63.0,1960.0,mujer,13.0,desconocido,7.0,7.0,7.0,4.0,3.0,19.0,2.0,3.0,6.0,2.0,4.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
82995,BE,19.0,2004.0,mujer,16.0,soltero,10.0,2.0,3.0,6.0,2.0,25.0,2.0,1.0,4.0,1.0,4.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
83019,BE,42.0,1981.0,hombre,19.0,desconocido,8.0,8.0,8.0,6.0,2.0,50.0,3.0,2.0,4.0,2.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
83024,BE,72.0,1951.0,mujer,8.0,desconocido,4.0,9.0,9.0,7.0,7.0,50.0,2.0,4.0,2.0,3.0,5.0,bastante,a menudo,baby boomers,Resto Europa,Resto_mundo
83069,BE,75.0,1948.0,mujer,10.0,viudo,4.0,9.0,9.0,7.0,6.0,15.0,1.0,2.0,5.0,2.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
83078,BE,72.0,1951.0,mujer,14.0,desconocido,3.0,8.0,8.0,6.0,0.0,40.0,1.0,4.0,0.0,2.0,1.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
83145,BE,23.0,2000.0,hombre,17.0,soltero,9.0,8.0,8.0,7.0,7.0,39.0,1.0,3.0,4.0,4.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
83161,BE,67.0,1956.0,hombre,9.0,viudo,3.0,7.0,7.0,6.0,4.0,40.0,2.0,3.0,3.0,5.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
83190,BE,35.0,1988.0,mujer,13.0,soltero,6.0,10.0,9.0,6.0,1.0,40.0,1.0,3.0,5.0,5.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
83199,BE,39.0,1984.0,mujer,14.0,desconocido,8.0,8.0,8.0,6.0,7.0,35.0,2.0,3.0,0.0,2.0,5.0,bastante,casi siempre,millennials,Resto Europa,Resto_mundo
83224,BE,27.0,1996.0,mujer,16.0,soltero,8.0,8.0,7.0,6.0,1.0,40.0,3.0,3.0,2.0,2.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
83259,BE,24.0,1999.0,hombre,18.0,soltero,10.0,8.0,8.0,6.0,3.0,40.0,1.0,2.0,5.0,6.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
83260,BE,16.0,2007.0,mujer,10.0,soltero,2.0,4.0,2.0,6.0,7.0,39.0,4.0,3.0,3.0,1.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
83310,BE,31.0,1992.0,mujer,15.0,soltero,10.0,9.0,9.0,6.0,5.0,35.0,1.0,3.0,4.0,3.0,5.0,bastante,casi siempre,millennials,Resto Europa,Resto_mundo
83333,BE,31.0,1992.0,hombre,23.0,soltero,9.0,9.0,9.0,6.0,4.0,40.0,1.0,3.0,4.0,6.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
83365,BE,86.0,1937.0,hombre,11.0,desconocido,4.0,6.0,8.0,4.0,6.0,40.0,1.0,2.0,4.0,1.0,1.0,bastante,de vez en cuanto,silent generation,Resto Europa,Resto_mundo
83376,BE,46.0,1977.0,hombre,12.0,soltero,6.0,9.0,9.0,3.0,0.0,40.0,1.0,3.0,8.0,2.0,5.0,medio,a menudo,gen x,Resto Europa,Resto_mundo
83391,BE,85.0,1938.0,mujer,15.0,viudo,4.0,4.0,8.0,4.0,0.0,60.0,1.0,2.0,2.0,2.0,5.0,mucho,casi siempre,silent generation,Resto Europa,Resto_mundo
83413,BE,65.0,1958.0,mujer,0.0,viudo,7.0,5.0,6.0,6.0,0.0,40.0,2.0,4.0,10.0,1.0,5.0,mucho,de vez en cuanto,baby boomers,Resto Europa,Resto_mundo
83455,BE,17.0,2007.0,mujer,10.0,soltero,6.0,8.0,7.0,6.0,2.0,39.0,2.0,4.0,4.0,3.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
83475,BE,16.0,2007.0,mujer,10.0,soltero,4.0,7.0,8.0,6.0,3.0,39.0,2.0,3.0,4.0,4.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
83485,BE,52.0,1971.0,mujer,11.0,desconocido,7.0,9.0,9.0,7.0,7.0,18.0,2.0,4.0,6.0,2.0,4.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
83528,BE,76.0,1947.0,hombre,17.0,desconocido,10.0,9.0,9.0,7.0,6.0,50.0,1.0,1.0,6.0,2.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
83657,BE,69.0,1954.0,mujer,9.0,desconocido,3.0,8.0,8.0,2.0,0.0,40.0,2.0,3.0,2.0,3.0,1.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
83685,BE,69.0,1954.0,hombre,19.0,divorciado legalmente,10.0,9.0,9.0,6.0,6.0,40.0,1.0,2.0,2.0,3.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
83688,BE,51.0,1972.0,hombre,19.0,soltero,8.0,9.0,5.0,3.0,0.0,60.0,1.0,1.0,8.0,3.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
83710,BE,62.0,1961.0,hombre,17.0,desconocido,10.0,9.0,9.0,5.0,2.0,50.0,1.0,1.0,6.0,4.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
83769,BE,73.0,1950.0,mujer,11.0,desconocido,5.0,10.0,10.0,4.0,7.0,36.0,1.0,3.0,0.0,2.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
83880,BE,65.0,1958.0,mujer,9.0,desconocido,5.0,8.0,8.0,4.0,0.0,120.0,3.0,3.0,4.0,2.0,4.0,mucho,a menudo,baby boomers,Resto Europa,Resto_mundo
83898,BE,56.0,1967.0,hombre,15.0,soltero,1.0,5.0,5.0,4.0,5.0,38.0,4.0,1.0,5.0,6.0,5.0,mucho,de vez en cuanto,gen x,Resto Europa,Resto_mundo
83939,BE,35.0,1989.0,mujer,15.0,divorciado legalmente,3.0,8.0,6.0,6.0,2.0,36.0,1.0,3.0,5.0,4.0,5.0,mucho,a menudo,millennials,Resto Europa,Resto_mundo
83953,BE,58.0,1965.0,mujer,15.0,divorciado legalmente,6.0,8.0,9.0,6.0,7.0,60.0,2.0,2.0,0.0,3.0,5.0,bastante,casi siempre,gen x,Resto Europa,Resto_mundo
83978,BE,46.0,1977.0,mujer,12.0,soltero,5.0,10.0,10.0,4.0,3.0,41.0,4.0,3.0,6.0,2.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
83989,BE,48.0,1975.0,mujer,17.0,soltero,4.0,7.0,8.0,6.0,1.0,40.0,1.0,2.0,3.0,4.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
83990,BE,51.0,1972.0,hombre,16.0,divorciado legalmente,8.0,7.0,8.0,6.0,7.0,46.0,1.0,2.0,4.0,3.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
84034,BE,71.0,1952.0,mujer,14.0,viudo,4.0,7.0,7.0,7.0,5.0,44.0,2.0,2.0,6.0,4.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
84046,BE,30.0,1993.0,hombre,17.0,soltero,10.0,9.0,8.0,6.0,6.0,40.0,2.0,4.0,2.0,4.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
84055,BE,36.0,1987.0,hombre,17.0,soltero,6.0,10.0,8.0,3.0,2.0,45.0,2.0,3.0,0.0,2.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
84085,BE,41.0,1982.0,mujer,10.0,soltero,2.0,10.0,10.0,5.0,5.0,40.0,1.0,1.0,7.0,1.0,4.0,medio,a menudo,millennials,Resto Europa,Resto_mundo
84116,BE,22.0,2001.0,mujer,16.0,soltero,10.0,8.0,8.0,6.0,3.0,24.0,2.0,4.0,6.0,3.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
84129,BE,61.0,1962.0,mujer,16.0,divorciado legalmente,3.0,7.0,7.0,3.0,3.0,7.0,3.0,3.0,5.0,5.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
84143,BE,16.0,2007.0,mujer,11.0,soltero,6.0,8.0,7.0,6.0,3.0,39.0,1.0,2.0,5.0,3.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
84160,BE,60.0,1963.0,mujer,9.0,desconocido,4.0,6.0,7.0,5.0,0.0,40.0,4.0,3.0,1.0,1.0,4.0,mucho,a menudo,baby boomers,Resto Europa,Resto_mundo
84174,BE,30.0,1993.0,hombre,15.0,soltero,1.0,7.0,8.0,6.0,2.0,38.0,1.0,1.0,2.0,2.0,5.0,medio,a menudo,millennials,Resto Europa,Resto_mundo
84190,BE,88.0,1935.0,mujer,8.0,viudo,2.0,5.0,8.0,5.0,5.0,40.0,2.0,3.0,4.0,2.0,1.0,mucho,a menudo,silent generation,Resto Europa,Resto_mundo
84244,BE,66.0,1957.0,hombre,14.0,desconocido,3.0,9.0,9.0,4.0,5.0,40.0,2.0,3.0,2.0,1.0,2.0,mucho,a menudo,baby boomers,Resto Europa,Resto_mundo
84363,BE,21.0,2002.0,hombre,14.0,soltero,3.0,8.0,9.0,7.0,7.0,38.0,1.0,4.0,2.0,5.0,5.0,mucho,a menudo,gen z,Resto Europa,Resto_mundo
84419,BE,31.0,1993.0,hombre,3.0,desconocido,3.0,8.0,8.0,4.0,3.0,40.0,2.0,1.0,4.0,2.0,5.0,bastante,a menudo,millennials,Resto Europa,Resto_mundo
84440,BE,29.0,1994.0,hombre,17.0,soltero,8.0,7.0,8.0,6.0,2.0,45.0,3.0,3.0,3.0,3.0,5.0,bastante,a menudo,millennials,Resto Europa,Resto_mundo
84443,BE,20.0,2004.0,hombre,13.0,soltero,9.0,8.0,7.0,6.0,7.0,37.0,4.0,2.0,5.0,1.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
84463,BE,54.0,1969.0,mujer,8.0,desconocido,8.0,9.0,9.0,4.0,5.0,25.0,1.0,2.0,7.0,2.0,2.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
84464,BE,20.0,2003.0,hombre,14.0,soltero,9.0,9.0,9.0,6.0,3.0,39.0,2.0,2.0,8.0,3.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
84474,BE,68.0,1955.0,hombre,14.0,desconocido,8.0,8.0,8.0,5.0,7.0,16.0,1.0,2.0,4.0,4.0,2.0,bastante,a menudo,baby boomers,Resto Europa,Resto_mundo
84494,BE,33.0,1990.0,mujer,12.0,soltero,5.0,5.0,2.0,6.0,5.0,20.0,1.0,4.0,2.0,2.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
84512,BE,16.0,2007.0,mujer,10.0,soltero,5.0,6.0,7.0,7.0,1.0,39.0,1.0,3.0,5.0,2.0,5.0,mucho,casi nunca,gen z,Resto Europa,Resto_mundo
84531,BE,78.0,1945.0,mujer,14.0,desconocido,8.0,8.0,8.0,4.0,0.0,40.0,1.0,1.0,2.0,2.0,5.0,medio,casi siempre,silent generation,Resto Europa,Resto_mundo
84535,BE,70.0,1953.0,mujer,20.0,divorciado legalmente,2.0,8.0,8.0,6.0,7.0,50.0,2.0,2.0,6.0,2.0,5.0,bastante,casi siempre,baby boomers,Resto Europa,Resto_mundo
84575,BE,59.0,1964.0,mujer,17.0,desconocido,7.0,7.0,8.0,4.0,7.0,39.0,2.0,3.0,5.0,2.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
84597,BE,79.0,1944.0,mujer,8.0,viudo,3.0,7.0,7.0,4.0,0.0,40.0,2.0,3.0,4.0,2.0,1.0,bastante,a menudo,silent generation,Resto Europa,Resto_mundo
84637,BE,76.0,1947.0,mujer,15.0,divorciado legalmente,4.0,3.0,9.0,3.0,0.0,46.0,1.0,1.0,1.0,1.0,5.0,bastante,casi siempre,baby boomers,Resto Europa,Resto_mundo
84698,BE,25.0,1998.0,mujer,21.0,soltero,1.0,7.0,7.0,7.0,5.0,35.0,2.0,3.0,7.0,2.0,5.0,bastante,casi siempre,gen z,Resto Europa,Resto_mundo
84834,BE,19.0,2004.0,mujer,16.0,soltero,5.0,9.0,9.0,7.0,0.0,4.0,2.0,3.0,7.0,5.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
84927,BE,57.0,1966.0,hombre,15.0,desconocido,8.0,7.0,7.0,7.0,1.0,40.0,1.0,1.0,7.0,5.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
84935,BE,69.0,1954.0,mujer,8.0,divorciado legalmente,1.0,5.0,7.0,3.0,0.0,15.0,3.0,1.0,3.0,3.0,5.0,mucho,a menudo,baby boomers,Resto Europa,Resto_mundo
84960,BE,73.0,1950.0,hombre,15.0,viudo,5.0,9.0,8.0,5.0,7.0,30.0,2.0,3.0,1.0,1.0,3.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
84970,BE,42.0,1981.0,mujer,22.0,soltero,9.0,8.0,9.0,7.0,1.0,0.0,1.0,3.0,4.0,2.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
85000,BE,36.0,1987.0,hombre,16.0,soltero,10.0,8.0,8.0,7.0,7.0,60.0,1.0,1.0,5.0,4.0,5.0,mucho,a menudo,millennials,Resto Europa,Resto_mundo
85023,BE,20.0,2003.0,hombre,13.0,soltero,6.0,9.0,9.0,6.0,4.0,39.0,2.0,3.0,6.0,2.0,5.0,mucho,a menudo,gen z,Resto Europa,Resto_mundo
85057,BE,40.0,1983.0,mujer,12.0,desconocido,10.0,7.0,8.0,4.0,2.0,72.0,4.0,3.0,3.0,2.0,4.0,bastante,casi siempre,millennials,Resto Europa,Resto_mundo
85087,BE,21.0,2002.0,hombre,16.0,soltero,6.0,9.0,8.0,7.0,4.0,39.0,2.0,3.0,8.0,5.0,5.0,bastante,a menudo,gen z,Resto Europa,Resto_mundo
85120,BE,57.0,1966.0,mujer,17.0,viudo,4.0,8.0,7.0,6.0,2.0,0.0,3.0,3.0,5.0,2.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
85141,BE,40.0,1983.0,hombre,12.0,desconocido,8.0,8.0,9.0,4.0,7.0,60.0,2.0,4.0,2.0,2.0,5.0,mucho,de vez en cuanto,millennials,Resto Europa,Resto_mundo
85144,BE,42.0,1981.0,mujer,17.0,desconocido,6.0,10.0,8.0,6.0,4.0,35.0,2.0,4.0,0.0,1.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
85170,BE,64.0,1960.0,hombre,19.0,soltero,4.0,8.0,8.0,7.0,7.0,45.0,2.0,3.0,5.0,3.0,5.0,bastante,casi siempre,baby boomers,Resto Europa,Resto_mundo
85196,BE,54.0,1969.0,hombre,14.0,desconocido,5.0,7.0,8.0,7.0,3.0,5.0,2.0,4.0,0.0,3.0,5.0,mucho,a menudo,gen x,Resto Europa,Resto_mundo
85209,BE,42.0,1981.0,mujer,14.0,desconocido,7.0,6.0,6.0,7.0,3.0,32.0,2.0,2.0,6.0,3.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
85213,BE,23.0,2000.0,mujer,16.0,soltero,6.0,8.0,7.0,6.0,7.0,16.0,3.0,3.0,5.0,2.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
85222,BE,76.0,1947.0,hombre,10.0,divorciado legalmente,6.0,8.0,8.0,5.0,0.0,60.0,1.0,1.0,7.0,1.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
85246,BE,81.0,1942.0,mujer,17.0,divorciado legalmente,5.0,7.0,7.0,7.0,7.0,18.0,1.0,2.0,7.0,3.0,5.0,mucho,casi siempre,silent generation,Resto Europa,Resto_mundo
85273,BE,16.0,2007.0,mujer,10.0,soltero,6.0,8.0,8.0,7.0,2.0,39.0,2.0,2.0,5.0,3.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
85333,BE,28.0,1995.0,hombre,16.0,desconocido,8.0,9.0,9.0,6.0,3.0,39.0,2.0,3.0,4.0,5.0,5.0,mucho,a menudo,millennials,Resto Europa,Resto_mundo
85361,BE,16.0,2007.0,hombre,9.0,soltero,6.0,8.0,9.0,6.0,0.0,39.0,1.0,3.0,8.0,2.0,4.0,mucho,a menudo,gen z,Resto Europa,Resto_mundo
85367,BE,21.0,2002.0,mujer,14.0,soltero,6.0,8.0,8.0,7.0,7.0,8.0,1.0,3.0,4.0,3.0,5.0,mucho,a menudo,gen z,Resto Europa,Resto_mundo
85458,BE,64.0,1960.0,hombre,21.0,desconocido,8.0,9.0,8.0,6.0,7.0,40.0,1.0,1.0,7.0,3.0,5.0,mucho,a menudo,baby boomers,Resto Europa,Resto_mundo
85470,BE,52.0,1971.0,hombre,19.0,desconocido,10.0,9.0,9.0,6.0,3.0,35.0,2.0,2.0,7.0,1.0,5.0,bastante,a menudo,gen x,Resto Europa,Resto_mundo
85480,BE,62.0,1961.0,hombre,10.0,divorciado legalmente,1.0,3.0,2.0,4.0,0.0,40.0,4.0,3.0,2.0,6.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
85497,BE,35.0,1989.0,hombre,19.0,desconocido,8.0,7.0,7.0,4.0,0.0,8.0,2.0,1.0,3.0,2.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
85658,BE,21.0,2002.0,hombre,13.0,soltero,6.0,7.0,8.0,6.0,7.0,45.0,1.0,3.0,4.0,1.0,5.0,bastante,casi siempre,gen z,Resto Europa,Resto_mundo
85693,BE,69.0,1954.0,hombre,9.0,divorciado legalmente,3.0,2.0,6.0,3.0,7.0,25.0,1.0,3.0,6.0,2.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
85714,BE,80.0,1943.0,mujer,8.0,viudo,2.0,7.0,7.0,6.0,0.0,40.0,2.0,2.0,7.0,2.0,1.0,bastante,a menudo,silent generation,Resto Europa,Resto_mundo
85728,BE,39.0,1985.0,hombre,22.0,desconocido,7.0,7.0,7.0,5.0,3.0,40.0,1.0,2.0,3.0,2.0,5.0,medio,casi siempre,millennials,Resto Europa,Resto_mundo
85770,BE,46.0,1977.0,mujer,18.0,desconocido,9.0,8.0,8.0,6.0,3.0,40.0,1.0,3.0,3.0,1.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
85788,BE,50.0,1973.0,mujer,20.0,soltero,6.0,6.0,5.0,2.0,2.0,60.0,4.0,3.0,2.0,4.0,5.0,bastante,casi siempre,gen x,Resto Europa,Resto_mundo
85912,BE,46.0,1977.0,mujer,16.0,desconocido,8.0,8.0,8.0,6.0,2.0,35.0,2.0,3.0,5.0,4.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
85946,BE,17.0,2006.0,mujer,11.0,soltero,9.0,8.0,7.0,6.0,4.0,39.0,1.0,3.0,6.0,3.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
85964,BE,63.0,1961.0,hombre,6.0,divorciado legalmente,3.0,9.0,8.0,4.0,4.0,40.0,1.0,3.0,7.0,2.0,4.0,mucho,nunca,baby boomers,Resto Europa,Resto_mundo
85995,BE,66.0,1957.0,mujer,14.0,desconocido,7.0,7.0,7.0,5.0,0.0,40.0,2.0,1.0,6.0,4.0,5.0,bastante,casi siempre,baby boomers,Resto Europa,Resto_mundo
86001,BE,55.0,1968.0,hombre,12.0,soltero,3.0,9.0,8.0,7.0,0.0,38.0,1.0,1.0,6.0,2.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
86026,BE,32.0,1992.0,mujer,15.0,desconocido,6.0,7.0,6.0,5.0,3.0,45.0,2.0,3.0,4.0,4.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
86168,BE,52.0,1971.0,mujer,22.0,desconocido,1.0,10.0,10.0,6.0,7.0,40.0,1.0,4.0,5.0,5.0,2.0,bastante,a menudo,gen x,Resto Europa,Resto_mundo
86194,BE,71.0,1952.0,mujer,8.0,desconocido,4.0,5.0,7.0,6.0,1.0,40.0,4.0,4.0,0.0,2.0,5.0,bastante,a menudo,baby boomers,Resto Europa,Resto_mundo
86198,BE,51.0,1972.0,hombre,15.0,soltero,6.0,7.0,7.0,6.0,2.0,40.0,2.0,4.0,3.0,2.0,5.0,bastante,casi siempre,gen x,Resto Europa,Resto_mundo
86203,BE,21.0,2002.0,hombre,14.0,soltero,5.0,8.0,8.0,6.0,1.0,39.0,1.0,1.0,4.0,3.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
86219,BE,16.0,2007.0,mujer,10.0,soltero,8.0,8.0,6.0,6.0,7.0,39.0,3.0,3.0,5.0,6.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
86229,BE,87.0,1936.0,hombre,18.0,desconocido,5.0,6.0,7.0,6.0,3.0,60.0,3.0,1.0,2.0,2.0,5.0,mucho,casi siempre,silent generation,Resto Europa,Resto_mundo
86237,BE,59.0,1964.0,hombre,15.0,divorciado legalmente,7.0,8.0,9.0,5.0,3.0,50.0,1.0,1.0,5.0,2.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
86248,BE,64.0,1959.0,mujer,13.0,divorciado legalmente,3.0,2.0,2.0,6.0,0.0,38.0,3.0,4.0,2.0,6.0,2.0,mucho,de vez en cuanto,baby boomers,Resto Europa,Resto_mundo
86266,BE,19.0,2004.0,hombre,13.0,soltero,6.0,8.0,7.0,3.0,3.0,39.0,1.0,3.0,5.0,3.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
86307,BE,75.0,1948.0,mujer,10.0,desconocido,5.0,7.0,8.0,6.0,5.0,40.0,1.0,3.0,2.0,2.0,4.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
86369,BE,23.0,2000.0,hombre,13.0,soltero,5.0,8.0,7.0,6.0,6.0,38.0,1.0,4.0,4.0,2.0,5.0,bastante,de vez en cuanto,gen z,Resto Europa,Resto_mundo
86382,BE,36.0,1987.0,mujer,16.0,desconocido,8.0,8.0,8.0,6.0,2.0,40.0,2.0,3.0,2.0,2.0,5.0,bastante,a menudo,millennials,Resto Europa,Resto_mundo
86422,BE,70.0,1953.0,mujer,11.0,desconocido,6.0,8.0,9.0,6.0,4.0,40.0,4.0,4.0,1.0,2.0,2.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
86461,BE,58.0,1965.0,mujer,12.0,desconocido,8.0,8.0,8.0,6.0,7.0,40.0,4.0,3.0,1.0,3.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
86526,BE,81.0,1942.0,mujer,14.0,casado legalmente,4.0,8.0,9.0,6.0,0.0,50.0,3.0,1.0,6.0,4.0,4.0,bastante,a menudo,silent generation,Resto Europa,Resto_mundo
86536,BE,38.0,1985.0,mujer,16.0,casado legalmente,6.0,10.0,10.0,3.0,7.0,40.0,1.0,4.0,2.0,2.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
86574,BE,26.0,1997.0,hombre,15.0,soltero,5.0,3.0,5.0,7.0,4.0,0.0,2.0,3.0,0.0,6.0,5.0,mucho,a menudo,gen z,Resto Europa,Resto_mundo
86669,BE,60.0,1963.0,mujer,13.0,divorciado legalmente,4.0,8.0,7.0,5.0,2.0,41.0,3.0,4.0,5.0,4.0,5.0,bastante,casi siempre,baby boomers,Resto Europa,Resto_mundo
86794,BE,29.0,1994.0,mujer,16.0,soltero,3.0,8.0,8.0,7.0,2.0,28.0,2.0,3.0,3.0,2.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
86854,BE,34.0,1989.0,mujer,15.0,soltero,6.0,7.0,8.0,6.0,7.0,41.0,2.0,2.0,5.0,4.0,5.0,medio,casi siempre,millennials,Resto Europa,Resto_mundo
86901,BE,47.0,1976.0,hombre,17.0,desconocido,7.0,10.0,10.0,4.0,0.0,40.0,1.0,1.0,8.0,3.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
86930,BE,59.0,1964.0,hombre,12.0,soltero,4.0,6.0,6.0,4.0,3.0,38.0,2.0,4.0,3.0,3.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
86949,BE,78.0,1945.0,hombre,12.0,divorciado legalmente,3.0,9.0,9.0,4.0,0.0,76.0,1.0,2.0,8.0,2.0,5.0,mucho,a menudo,silent generation,Resto Europa,Resto_mundo
86957,BE,63.0,1960.0,hombre,21.0,desconocido,9.0,8.0,8.0,7.0,4.0,40.0,1.0,1.0,7.0,5.0,5.0,bastante,casi siempre,baby boomers,Resto Europa,Resto_mundo
86979,BE,40.0,1983.0,hombre,16.0,desconocido,8.0,8.0,8.0,5.0,7.0,40.0,2.0,4.0,3.0,3.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
87033,BE,73.0,1950.0,mujer,18.0,desconocido,6.0,9.0,9.0,6.0,7.0,30.0,2.0,2.0,0.0,3.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
87079,BE,59.0,1964.0,hombre,14.0,divorciado legalmente,10.0,8.0,9.0,7.0,2.0,50.0,2.0,4.0,1.0,5.0,5.0,casi nada,casi siempre,baby boomers,Resto Europa,Resto_mundo
