ID,pais,edad,año_nacimiento,sexo,años_educacion,estado_marital,decil_ingresos,satisfaccion_vida,felicidad,reuniones_sociales,deporte,horas_trabajo,problemas_sueño,interes_politica,confianza_politicos,importancia_tradiciones,uso_internet,sinceridad,nivel_entendimiento,generacion,region,grupo
50014,AT,65.0,1958.0,hombre,12.0,desconocido,6.0,8.0,8.0,4.0,3.0,40.0,1.0,1.0,5.0,3.0,5.0,bastante,casi siempre,baby boomers,Resto Europa,Resto_mundo
50030,AT,21.0,2002.0,mujer,14.0,soltero,1.0,9.0,9.0,7.0,5.0,32.0,3.0,2.0,0.0,4.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
50057,AT,53.0,1970.0,mujer,16.0,desconocido,5.0,10.0,9.0,4.0,3.0,25.0,3.0,2.0,4.0,3.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
50106,AT,78.0,1945.0,mujer,14.0,divorciado legalmente,2.0,7.0,7.0,6.0,3.0,39.0,3.0,3.0,3.0,2.0,1.0,bastante,casi siempre,silent generation,Resto Europa,Resto_mundo
50145,AT,64.0,1959.0,hombre,12.0,desconocido,4.0,9.0,9.0,5.0,3.0,35.0,1.0,2.0,5.0,2.0,5.0,bastante,casi siempre,baby boomers,Resto Europa,Resto_mundo
50158,AT,59.0,1964.0,mujer,16.0,desconocido,9.0,8.0,8.0,6.0,4.0,40.0,2.0,2.0,5.0,2.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
50211,AT,77.0,1946.0,mujer,8.0,viudo,3.0,8.0,7.0,4.0,4.0,30.0,1.0,2.0,5.0,3.0,1.0,bastante,casi siempre,baby boomers,Resto Europa,Resto_mundo
50212,AT,69.0,1954.0,mujer,17.0,desconocido,10.0,8.0,8.0,4.0,2.0,50.0,2.0,1.0,6.0,3.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
50213,AT,52.0,1971.0,mujer,12.0,desconocido,8.0,8.0,8.0,4.0,2.0,40.0,1.0,3.0,2.0,1.0,5.0,mucho,a menudo,gen x,Resto Europa,Resto_mundo
50235,AT,75.0,1948.0,mujer,9.0,desconocido,3.0,8.0,7.0,3.0,1.0,40.0,1.0,2.0,8.0,3.0,1.0,mucho,a menudo,baby boomers,Resto Europa,Resto_mundo
50236,AT,44.0,1979.0,mujer,17.0,soltero,4.0,8.0,8.0,4.0,5.0,38.0,1.0,1.0,6.0,3.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
50238,AT,49.0,1974.0,hombre,14.0,desconocido,6.0,5.0,5.0,4.0,5.0,40.0,1.0,2.0,3.0,1.0,5.0,bastante,a menudo,gen x,Resto Europa,Resto_mundo
50240,AT,63.0,1960.0,mujer,12.0,desconocido,4.0,8.0,7.0,6.0,3.0,40.0,1.0,3.0,9.0,2.0,5.0,medio,casi siempre,baby boomers,Resto Europa,Resto_mundo
50248,AT,76.0,1947.0,mujer,12.0,desconocido,4.0,8.0,8.0,4.0,2.0,50.0,1.0,2.0,0.0,2.0,1.0,medio,a menudo,baby boomers,Resto Europa,Resto_mundo
50270,AT,30.0,1993.0,mujer,15.0,soltero,8.0,3.0,5.0,6.0,3.0,37.0,1.0,3.0,7.0,3.0,2.0,bastante,casi siempre,millennials,Resto Europa,Resto_mundo
50281,AT,67.0,1956.0,mujer,11.0,soltero,5.0,9.0,9.0,6.0,5.0,42.0,2.0,1.0,2.0,2.0,5.0,bastante,casi siempre,baby boomers,Resto Europa,Resto_mundo
50310,AT,41.0,1982.0,hombre,13.0,desconocido,8.0,10.0,10.0,6.0,1.0,38.0,2.0,1.0,6.0,2.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
50311,AT,82.0,1941.0,mujer,12.0,desconocido,6.0,6.0,8.0,2.0,4.0,40.0,1.0,2.0,5.0,1.0,3.0,casi nada,casi siempre,silent generation,Resto Europa,Resto_mundo
50324,AT,26.0,1997.0,hombre,11.0,soltero,6.0,7.0,8.0,2.0,7.0,40.0,1.0,4.0,1.0,5.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
50339,AT,42.0,1981.0,hombre,8.0,divorciado legalmente,1.0,5.0,5.0,6.0,7.0,40.0,2.0,2.0,3.0,3.0,4.0,bastante,a menudo,millennials,Resto Europa,Resto_mundo
50341,AT,85.0,1938.0,mujer,14.0,viudo,2.0,8.0,8.0,6.0,5.0,40.0,1.0,1.0,8.0,1.0,2.0,mucho,casi siempre,silent generation,Resto Europa,Resto_mundo
50349,AT,72.0,1951.0,hombre,11.0,desconocido,2.0,8.0,7.0,5.0,7.0,40.0,1.0,2.0,6.0,1.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
50355,AT,31.0,1992.0,hombre,11.0,soltero,2.0,5.0,5.0,6.0,4.0,44.0,1.0,3.0,2.0,4.0,5.0,medio,casi siempre,millennials,Resto Europa,Resto_mundo
50358,AT,47.0,1976.0,hombre,14.0,desconocido,6.0,9.0,8.0,6.0,5.0,44.0,1.0,1.0,2.0,2.0,5.0,bastante,casi siempre,gen x,Resto Europa,Resto_mundo
50363,AT,50.0,1973.0,mujer,11.0,desconocido,8.0,8.0,8.0,6.0,3.0,30.0,2.0,2.0,4.0,3.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
50367,AT,60.0,1963.0,mujer,12.0,divorciado legalmente,3.0,8.0,8.0,4.0,0.0,35.0,1.0,1.0,0.0,2.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
50375,AT,43.0,1980.0,mujer,16.0,desconocido,8.0,8.0,8.0,4.0,2.0,42.0,1.0,3.0,2.0,1.0,5.0,bastante,a menudo,gen x,Resto Europa,Resto_mundo
50380,AT,41.0,1982.0,mujer,12.0,soltero,8.0,8.0,8.0,6.0,0.0,40.0,1.0,2.0,2.0,2.0,5.0,mucho,a menudo,millennials,Resto Europa,Resto_mundo
50412,AT,35.0,1988.0,mujer,12.0,soltero,4.0,7.0,7.0,4.0,3.0,30.0,2.0,4.0,2.0,3.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
50423,AT,49.0,1974.0,mujer,9.0,divorciado legalmente,2.0,7.0,8.0,4.0,7.0,32.0,2.0,3.0,2.0,4.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
50427,AT,36.0,1987.0,mujer,15.0,desconocido,6.0,8.0,8.0,3.0,4.0,30.0,1.0,3.0,0.0,2.0,5.0,bastante,a menudo,millennials,Resto Europa,Resto_mundo
50433,AT,46.0,1977.0,hombre,18.0,soltero,3.0,8.0,7.0,4.0,7.0,32.0,1.0,2.0,3.0,2.0,5.0,medio,casi siempre,gen x,Resto Europa,Resto_mundo
50441,AT,81.0,1942.0,mujer,9.0,desconocido,2.0,8.0,9.0,5.0,0.0,40.0,1.0,2.0,7.0,2.0,1.0,mucho,casi siempre,silent generation,Resto Europa,Resto_mundo
50446,AT,57.0,1966.0,mujer,11.0,divorciado legalmente,3.0,7.0,7.0,6.0,7.0,40.0,2.0,3.0,4.0,5.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
50465,AT,67.0,1956.0,mujer,12.0,divorciado legalmente,3.0,8.0,9.0,4.0,2.0,35.0,1.0,1.0,5.0,6.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
50468,AT,38.0,1985.0,mujer,12.0,desconocido,7.0,10.0,10.0,4.0,4.0,20.0,1.0,4.0,8.0,1.0,5.0,mucho,a menudo,millennials,Resto Europa,Resto_mundo
50489,AT,42.0,1981.0,mujer,11.0,divorciado legalmente,6.0,8.0,9.0,6.0,7.0,40.0,1.0,3.0,5.0,3.0,5.0,bastante,casi siempre,millennials,Resto Europa,Resto_mundo
50512,AT,59.0,1964.0,mujer,9.0,desconocido,5.0,10.0,9.0,6.0,6.0,50.0,2.0,3.0,5.0,2.0,5.0,poco,casi siempre,baby boomers,Resto Europa,Resto_mundo
50517,AT,77.0,1946.0,hombre,8.0,desconocido,7.0,8.0,7.0,2.0,7.0,20.0,2.0,1.0,3.0,1.0,3.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
50577,AT,58.0,1965.0,hombre,12.0,desconocido,5.0,7.0,7.0,4.0,7.0,40.0,1.0,2.0,3.0,1.0,3.0,bastante,a menudo,gen x,Resto Europa,Resto_mundo
50591,AT,38.0,1985.0,mujer,12.0,soltero,3.0,8.0,8.0,6.0,2.0,38.0,2.0,2.0,1.0,3.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
50592,AT,79.0,1944.0,mujer,12.0,viudo,2.0,10.0,9.0,6.0,0.0,24.0,1.0,2.0,5.0,2.0,1.0,mucho,casi siempre,silent generation,Resto Europa,Resto_mundo
50611,AT,25.0,1998.0,mujer,11.0,soltero,6.0,8.0,8.0,6.0,5.0,42.0,1.0,4.0,0.0,4.0,5.0,medio,a menudo,gen z,Resto Europa,Resto_mundo
50623,AT,34.0,1989.0,mujer,12.0,desconocido,6.0,9.0,9.0,5.0,6.0,38.0,1.0,2.0,9.0,1.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
50637,AT,74.0,1949.0,hombre,17.0,soltero,1.0,8.0,8.0,2.0,0.0,20.0,2.0,2.0,4.0,3.0,5.0,bastante,casi siempre,baby boomers,Resto Europa,Resto_mundo
50638,AT,74.0,1949.0,hombre,9.0,soltero,2.0,7.0,7.0,6.0,2.0,45.0,2.0,2.0,2.0,4.0,1.0,medio,casi siempre,baby boomers,Resto Europa,Resto_mundo
50651,AT,36.0,1987.0,mujer,15.0,soltero,5.0,8.0,8.0,6.0,4.0,38.0,1.0,3.0,4.0,4.0,4.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
50681,AT,28.0,1995.0,hombre,12.0,soltero,6.0,8.0,6.0,5.0,3.0,46.0,2.0,3.0,2.0,2.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
50687,AT,65.0,1958.0,hombre,11.0,viudo,9.0,4.0,7.0,4.0,3.0,40.0,2.0,2.0,6.0,4.0,4.0,bastante,casi siempre,baby boomers,Resto Europa,Resto_mundo
50707,AT,42.0,1981.0,mujer,9.0,desconocido,5.0,4.0,5.0,5.0,7.0,15.0,1.0,4.0,4.0,5.0,2.0,mucho,a menudo,millennials,Resto Europa,Resto_mundo
50714,AT,60.0,1963.0,hombre,20.0,desconocido,4.0,5.0,6.0,3.0,3.0,40.0,4.0,2.0,7.0,1.0,3.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
50730,AT,60.0,1963.0,hombre,12.0,divorciado legalmente,7.0,9.0,9.0,6.0,4.0,45.0,1.0,1.0,5.0,2.0,5.0,bastante,casi siempre,baby boomers,Resto Europa,Resto_mundo
50732,AT,16.0,2007.0,mujer,10.0,soltero,6.0,8.0,7.0,7.0,3.0,39.0,2.0,4.0,6.0,6.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
50735,AT,28.0,1995.0,hombre,14.0,soltero,6.0,8.0,8.0,6.0,5.0,38.0,2.0,3.0,1.0,3.0,5.0,medio,casi siempre,millennials,Resto Europa,Resto_mundo
50812,AT,71.0,1952.0,mujer,12.0,desconocido,4.0,8.0,9.0,4.0,7.0,54.0,1.0,3.0,3.0,1.0,2.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
50868,AT,20.0,2003.0,mujer,12.0,soltero,4.0,2.0,3.0,6.0,3.0,40.0,3.0,4.0,3.0,4.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
50897,AT,80.0,1943.0,mujer,9.0,viudo,2.0,7.0,7.0,6.0,2.0,40.0,1.0,2.0,9.0,2.0,1.0,mucho,casi siempre,silent generation,Resto Europa,Resto_mundo
50910,AT,75.0,1948.0,mujer,9.0,divorciado legalmente,1.0,8.0,8.0,4.0,2.0,40.0,2.0,2.0,10.0,6.0,2.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
50979,AT,51.0,1972.0,hombre,15.0,casado legalmente,6.0,8.0,8.0,5.0,6.0,40.0,1.0,2.0,5.0,3.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
50994,AT,87.0,1936.0,mujer,11.0,desconocido,6.0,6.0,7.0,3.0,6.0,40.0,1.0,2.0,1.0,2.0,5.0,mucho,casi siempre,silent generation,Resto Europa,Resto_mundo
50995,AT,57.0,1966.0,mujer,15.0,desconocido,9.0,8.0,9.0,7.0,1.0,40.0,2.0,2.0,4.0,4.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
51015,AT,76.0,1947.0,hombre,11.0,desconocido,6.0,8.0,8.0,2.0,1.0,40.0,4.0,1.0,2.0,4.0,5.0,bastante,casi siempre,baby boomers,Resto Europa,Resto_mundo
51029,AT,61.0,1962.0,hombre,11.0,divorciado legalmente,3.0,6.0,6.0,3.0,2.0,40.0,2.0,2.0,5.0,3.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
51042,AT,43.0,1980.0,mujer,13.0,desconocido,6.0,7.0,7.0,4.0,3.0,38.0,1.0,3.0,2.0,2.0,5.0,bastante,casi siempre,gen x,Resto Europa,Resto_mundo
51046,AT,76.0,1947.0,mujer,9.0,viudo,4.0,6.0,6.0,5.0,0.0,45.0,3.0,3.0,3.0,3.0,1.0,medio,a menudo,baby boomers,Resto Europa,Resto_mundo
51086,AT,43.0,1980.0,mujer,17.0,casado legalmente,9.0,8.0,8.0,6.0,4.0,30.0,1.0,2.0,6.0,4.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
51112,AT,51.0,1972.0,hombre,12.0,desconocido,6.0,8.0,8.0,4.0,1.0,43.0,1.0,2.0,3.0,1.0,5.0,bastante,a menudo,gen x,Resto Europa,Resto_mundo
51128,AT,69.0,1954.0,hombre,13.0,desconocido,9.0,9.0,9.0,5.0,4.0,60.0,2.0,1.0,4.0,4.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
51136,AT,47.0,1976.0,mujer,15.0,desconocido,6.0,9.0,9.0,6.0,3.0,40.0,2.0,2.0,6.0,3.0,5.0,bastante,casi siempre,gen x,Resto Europa,Resto_mundo
51181,AT,89.0,1934.0,hombre,12.0,desconocido,6.0,8.0,7.0,2.0,0.0,40.0,2.0,1.0,4.0,3.0,1.0,bastante,casi siempre,silent generation,Resto Europa,Resto_mundo
51190,AT,72.0,1951.0,hombre,14.0,desconocido,4.0,8.0,8.0,4.0,3.0,47.0,1.0,3.0,4.0,1.0,5.0,medio,casi siempre,baby boomers,Resto Europa,Resto_mundo
51191,AT,74.0,1949.0,mujer,18.0,desconocido,6.0,8.0,5.0,3.0,1.0,40.0,2.0,2.0,0.0,2.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
51192,AT,68.0,1955.0,mujer,11.0,desconocido,8.0,10.0,9.0,5.0,7.0,38.0,2.0,2.0,3.0,2.0,4.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
51221,AT,36.0,1987.0,mujer,13.0,soltero,6.0,9.0,9.0,5.0,2.0,25.0,4.0,3.0,5.0,2.0,4.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
51224,AT,87.0,1936.0,hombre,15.0,desconocido,10.0,10.0,9.0,6.0,3.0,42.0,1.0,1.0,7.0,4.0,5.0,bastante,casi siempre,silent generation,Resto Europa,Resto_mundo
51231,AT,74.0,1949.0,mujer,8.0,desconocido,5.0,8.0,8.0,5.0,5.0,50.0,3.0,2.0,5.0,2.0,1.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
51259,AT,24.0,1999.0,hombre,11.0,soltero,2.0,7.0,7.0,7.0,3.0,46.0,1.0,3.0,5.0,1.0,5.0,medio,casi siempre,gen z,Resto Europa,Resto_mundo
51262,AT,59.0,1964.0,hombre,12.0,desconocido,6.0,7.0,7.0,5.0,1.0,41.0,1.0,2.0,2.0,1.0,5.0,mucho,a menudo,baby boomers,Resto Europa,Resto_mundo
51285,AT,21.0,2002.0,mujer,12.0,soltero,6.0,8.0,10.0,6.0,6.0,39.0,1.0,4.0,1.0,5.0,5.0,medio,casi siempre,gen z,Resto Europa,Resto_mundo
51322,AT,32.0,1991.0,hombre,13.0,soltero,7.0,8.0,8.0,5.0,2.0,45.0,1.0,3.0,1.0,3.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
51414,AT,47.0,1976.0,mujer,13.0,divorciado legalmente,3.0,8.0,8.0,5.0,5.0,38.0,2.0,3.0,2.0,2.0,5.0,medio,casi siempre,gen x,Resto Europa,Resto_mundo
51440,AT,45.0,1978.0,hombre,12.0,soltero,9.0,8.0,8.0,4.0,3.0,55.0,1.0,1.0,0.0,5.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
51455,AT,44.0,1979.0,hombre,13.0,desconocido,8.0,8.0,7.0,4.0,3.0,45.0,2.0,2.0,3.0,1.0,5.0,bastante,a menudo,gen x,Resto Europa,Resto_mundo
51503,AT,68.0,1955.0,hombre,13.0,divorciado legalmente,2.0,8.0,8.0,6.0,0.0,40.0,1.0,2.0,5.0,1.0,5.0,bastante,casi siempre,baby boomers,Resto Europa,Resto_mundo
51504,AT,20.0,2003.0,hombre,9.0,soltero,1.0,5.0,5.0,7.0,4.0,39.0,1.0,3.0,2.0,5.0,5.0,bastante,casi siempre,gen z,Resto Europa,Resto_mundo
51506,AT,33.0,1990.0,hombre,11.0,desconocido,7.0,10.0,9.0,4.0,7.0,50.0,1.0,1.0,5.0,3.0,4.0,bastante,casi siempre,millennials,Resto Europa,Resto_mundo
51521,AT,27.0,1996.0,hombre,12.0,desconocido,5.0,10.0,9.0,6.0,5.0,40.0,2.0,3.0,7.0,3.0,5.0,bastante,casi siempre,millennials,Resto Europa,Resto_mundo
51555,AT,28.0,1995.0,hombre,11.0,soltero,2.0,6.0,7.0,5.0,4.0,43.0,1.0,3.0,2.0,3.0,5.0,medio,casi siempre,millennials,Resto Europa,Resto_mundo
51578,AT,73.0,1950.0,hombre,12.0,desconocido,10.0,8.0,9.0,5.0,4.0,65.0,2.0,2.0,1.0,2.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
51581,AT,62.0,1961.0,hombre,12.0,soltero,4.0,9.0,9.0,4.0,3.0,40.0,1.0,2.0,5.0,4.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
51596,AT,58.0,1965.0,hombre,12.0,divorciado legalmente,6.0,9.0,8.0,6.0,6.0,39.0,1.0,2.0,6.0,2.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
51650,AT,90.0,1933.0,mujer,16.0,divorciado legalmente,3.0,10.0,10.0,4.0,7.0,38.0,1.0,3.0,1.0,1.0,5.0,mucho,casi siempre,silent generation,Resto Europa,Resto_mundo
51713,AT,38.0,1985.0,hombre,13.0,desconocido,7.0,8.0,8.0,5.0,4.0,43.0,1.0,3.0,3.0,1.0,5.0,bastante,a menudo,millennials,Resto Europa,Resto_mundo
51719,AT,85.0,1938.0,mujer,9.0,viudo,3.0,6.0,5.0,4.0,0.0,20.0,2.0,3.0,2.0,2.0,1.0,bastante,a menudo,silent generation,Resto Europa,Resto_mundo
51720,AT,74.0,1949.0,mujer,11.0,soltero,7.0,4.0,4.0,3.0,3.0,30.0,2.0,2.0,3.0,2.0,4.0,bastante,casi siempre,baby boomers,Resto Europa,Resto_mundo
51731,AT,42.0,1981.0,hombre,20.0,soltero,9.0,9.0,9.0,4.0,1.0,40.0,2.0,2.0,5.0,4.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
51735,AT,51.0,1972.0,mujer,18.0,divorciado legalmente,3.0,6.0,7.0,3.0,0.0,48.0,3.0,2.0,4.0,4.0,4.0,bastante,a menudo,gen x,Resto Europa,Resto_mundo
51736,AT,76.0,1947.0,hombre,11.0,desconocido,2.0,6.0,6.0,4.0,2.0,40.0,2.0,2.0,1.0,2.0,5.0,bastante,casi siempre,baby boomers,Resto Europa,Resto_mundo
51739,AT,70.0,1953.0,mujer,11.0,desconocido,4.0,7.0,7.0,5.0,3.0,38.0,2.0,2.0,5.0,2.0,3.0,medio,a menudo,baby boomers,Resto Europa,Resto_mundo
51741,AT,28.0,1995.0,hombre,12.0,soltero,1.0,5.0,5.0,1.0,3.0,25.0,4.0,4.0,0.0,5.0,5.0,mucho,a menudo,millennials,Resto Europa,Resto_mundo
51757,AT,18.0,2005.0,hombre,11.0,soltero,10.0,10.0,10.0,7.0,6.0,38.0,1.0,3.0,6.0,1.0,5.0,mucho,casi siempre,gen z,Resto Europa,Resto_mundo
51766,AT,64.0,1959.0,hombre,12.0,viudo,2.0,5.0,5.0,6.0,0.0,60.0,4.0,3.0,0.0,1.0,1.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
51773,AT,59.0,1964.0,hombre,9.0,divorciado legalmente,4.0,3.0,7.0,6.0,2.0,40.0,1.0,3.0,5.0,1.0,2.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
51780,AT,49.0,1974.0,mujer,12.0,desconocido,8.0,9.0,9.0,4.0,2.0,40.0,1.0,2.0,0.0,3.0,5.0,mucho,a menudo,gen x,Resto Europa,Resto_mundo
51802,AT,70.0,1953.0,hombre,13.0,soltero,3.0,8.0,9.0,4.0,5.0,40.0,1.0,2.0,4.0,2.0,5.0,medio,casi siempre,baby boomers,Resto Europa,Resto_mundo
51857,AT,71.0,1952.0,mujer,12.0,viudo,2.0,8.0,8.0,6.0,0.0,30.0,2.0,3.0,6.0,3.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
51878,AT,58.0,1965.0,hombre,17.0,soltero,1.0,4.0,6.0,2.0,5.0,30.0,2.0,1.0,5.0,4.0,1.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
51897,AT,83.0,1940.0,hombre,14.0,desconocido,3.0,8.0,9.0,4.0,7.0,40.0,2.0,2.0,1.0,4.0,5.0,mucho,casi siempre,silent generation,Resto Europa,Resto_mundo
51901,AT,74.0,1949.0,mujer,15.0,divorciado legalmente,4.0,8.0,8.0,6.0,3.0,40.0,1.0,2.0,5.0,1.0,3.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
51911,AT,86.0,1937.0,mujer,18.0,divorciado legalmente,3.0,6.0,5.0,6.0,7.0,42.0,2.0,2.0,4.0,5.0,5.0,mucho,casi siempre,silent generation,Resto Europa,Resto_mundo
51944,AT,26.0,1997.0,mujer,11.0,soltero,6.0,8.0,7.0,6.0,4.0,39.0,1.0,3.0,5.0,3.0,5.0,bastante,casi siempre,gen z,Resto Europa,Resto_mundo
51959,AT,52.0,1971.0,hombre,12.0,desconocido,6.0,8.0,9.0,5.0,5.0,40.0,1.0,3.0,8.0,2.0,5.0,bastante,a menudo,gen x,Resto Europa,Resto_mundo
51961,AT,63.0,1960.0,hombre,13.0,desconocido,7.0,10.0,10.0,2.0,0.0,40.0,1.0,2.0,1.0,4.0,5.0,bastante,casi siempre,baby boomers,Resto Europa,Resto_mundo
51965,AT,61.0,1962.0,mujer,12.0,divorciado legalmente,3.0,10.0,10.0,6.0,7.0,56.0,2.0,4.0,3.0,2.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
51977,AT,47.0,1976.0,mujer,12.0,soltero,7.0,8.0,9.0,5.0,1.0,37.0,1.0,3.0,5.0,3.0,4.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
51995,AT,70.0,1953.0,hombre,9.0,desconocido,5.0,8.0,8.0,5.0,6.0,40.0,2.0,2.0,4.0,2.0,1.0,bastante,casi siempre,baby boomers,Resto Europa,Resto_mundo
52009,AT,67.0,1956.0,mujer,19.0,divorciado legalmente,6.0,9.0,9.0,6.0,7.0,55.0,4.0,2.0,6.0,4.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
52020,AT,68.0,1955.0,hombre,11.0,desconocido,9.0,9.0,8.0,6.0,1.0,43.0,3.0,2.0,2.0,3.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
52035,AT,50.0,1973.0,mujer,12.0,desconocido,6.0,8.0,8.0,5.0,2.0,10.0,1.0,3.0,3.0,4.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
52046,AT,62.0,1961.0,hombre,12.0,divorciado legalmente,7.0,9.0,9.0,4.0,7.0,37.0,1.0,1.0,1.0,2.0,5.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
52062,AT,64.0,1959.0,mujer,12.0,divorciado legalmente,2.0,9.0,9.0,4.0,1.0,38.0,1.0,3.0,8.0,1.0,4.0,mucho,casi siempre,baby boomers,Resto Europa,Resto_mundo
52065,AT,39.0,1984.0,hombre,18.0,desconocido,8.0,7.0,9.0,6.0,2.0,40.0,1.0,2.0,7.0,2.0,5.0,mucho,a menudo,millennials,Resto Europa,Resto_mundo
52089,AT,43.0,1980.0,mujer,11.0,divorciado legalmente,3.0,9.0,9.0,6.0,5.0,40.0,1.0,3.0,7.0,5.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
52094,AT,47.0,1976.0,hombre,13.0,desconocido,6.0,8.0,8.0,4.0,0.0,40.0,1.0,4.0,2.0,1.0,5.0,bastante,a menudo,gen x,Resto Europa,Resto_mundo
52117,AT,30.0,1993.0,mujer,11.0,soltero,7.0,8.0,8.0,5.0,4.0,38.0,1.0,3.0,3.0,3.0,5.0,medio,casi siempre,millennials,Resto Europa,Resto_mundo
52135,AT,77.0,1946.0,mujer,11.0,casado legalmente,3.0,10.0,10.0,4.0,3.0,12.0,2.0,2.0,8.0,2.0,5.0,bastante,casi siempre,baby boomers,Resto Europa,Resto_mundo
52150,AT,48.0,1975.0,mujer,15.0,soltero,8.0,9.0,9.0,3.0,1.0,16.0,1.0,2.0,4.0,4.0,3.0,medio,casi siempre,gen x,Resto Europa,Resto_mundo
52170,AT,35.0,1988.0,mujer,17.0,desconocido,7.0,4.0,4.0,3.0,0.0,40.0,2.0,3.0,0.0,6.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
52179,AT,48.0,1975.0,hombre,14.0,desconocido,6.0,10.0,10.0,6.0,3.0,42.0,1.0,3.0,0.0,3.0,5.0,bastante,casi siempre,gen x,Resto Europa,Resto_mundo
52249,AT,53.0,1970.0,hombre,17.0,desconocido,9.0,8.0,8.0,4.0,7.0,38.0,1.0,4.0,3.0,4.0,5.0,mucho,casi siempre,gen x,Resto Europa,Resto_mundo
52271,AT,54.0,1969.0,hombre,14.0,desconocido,6.0,7.0,8.0,6.0,4.0,42.0,2.0,2.0,7.0,2.0,4.0,bastante,a menudo,gen x,Resto Europa,Resto_mundo
52278,AT,50.0,1973.0,hombre,12.0,desconocido,6.0,8.0,8.0,4.0,2.0,44.0,1.0,2.0,2.0,1.0,5.0,medio,a menudo,gen x,Resto Europa,Resto_mundo
52280,AT,42.0,1981.0,mujer,12.0,soltero,3.0,8.0,7.0,6.0,0.0,38.0,1.0,3.0,7.0,4.0,5.0,mucho,casi siempre,millennials,Resto Europa,Resto_mundo
52284,AT,46.0,1977.0,hombre,9.0,desconocido,6.0,8.0,8.0,5.0,4.0,38.0,1.0,2.0,2.0,1.0,5.0,poco,a menudo,gen x,Resto Europa,Resto_mundo
52285,AT,53.0,1970.0,hombre,12.0,desconocido,6.0,6.0,7.0,4.0,2.0,24.0,2.0,3.0,5.0,3.0,5.0,medio,a menudo,gen x,Resto Europa,Resto_mundo
52286,AT,33.0,1990.0,mujer,9.0,soltero,6.0,7.0,6.0,6.0,3.0,45.0,3.0,2.0,2.0,2.0,5.0,bastante,casi siempre,millennials,Resto Europa,Resto_mundo
